saved_at,period,category,region,predicted_demand,actual_demand,variance,responsible_agent,risk_level,late_delivery_rate,reason,root_cause
2026-09-17T02:10:42.494101+00:00,2017-10,Fishing,Northern Europe,117,117,+0 (0.0%),Logistics Agent,High,57.3,Late delivery rate 57.3% on Northern Europe lane,Demand model vs actual gap: +0 units — Fishing · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Water Sports,Northern Europe,108,108,+0 (0.0%),Logistics Agent,High,55.6,Late delivery rate 55.6% on Northern Europe lane,Demand model vs actual gap: +0 units — Water Sports · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Indoor/Outdoor Games,Northern Europe,309,324,+15 (4.9%),Logistics Agent,High,59.0,Late delivery rate 59.0% on Northern Europe lane,Demand model vs actual gap: +15 units — Indoor/Outdoor Games · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Water Sports,Southern Europe,100,100,+0 (0.0%),Logistics Agent,High,55.0,Late delivery rate 55.0% on Southern Europe lane,Demand model vs actual gap: +0 units — Water Sports · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Camping & Hiking,Southern Europe,96,96,+0 (0.0%),Supplier Agent,Medium,52.1,Late delivery rate 52.1% on Southern Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Camping & Hiking,Northern Europe,90,90,+0 (0.0%),Logistics Agent,High,57.8,Late delivery rate 57.8% on Northern Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Cardio Equipment,Northern Europe,244,222,-22 (-9.0%),Logistics Agent,High,55.4,Late delivery rate 55.4% on Northern Europe lane,Demand model vs actual gap: -22 units — Cardio Equipment · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Shop By Sport,Southern Europe,215,215,+0 (0.0%),Logistics Agent,High,58.9,Late delivery rate 58.9% on Southern Europe lane,Demand model vs actual gap: +0 units — Shop By Sport · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Cardio Equipment,Southern Europe,203,212,+9 (4.4%),Supplier Agent,Medium,51.4,Late delivery rate 51.4% on Southern Europe lane,Demand model vs actual gap: +9 units — Cardio Equipment · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Kids' Golf Clubs,Western Europe,101,75,-26 (-25.7%),Logistics Agent,High,61.0,Late delivery rate 61.0% on Western Europe lane,Demand model vs actual gap: -26 units — Kids' Golf Clubs · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Shop By Sport,Northern Europe,169,173,+4 (2.4%),Logistics Agent,High,61.4,Late delivery rate 61.4% on Northern Europe lane,Demand model vs actual gap: +4 units — Shop By Sport · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Basketball,Western Europe,38,38,+0 (0.0%),Logistics Agent,High,55.3,Late delivery rate 55.3% on Western Europe lane,Demand model vs actual gap: +0 units — Basketball · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Golf Gloves,Western Europe,50,38,-12 (-24.0%),Logistics Agent,High,60.0,Late delivery rate 60.0% on Western Europe lane,Demand model vs actual gap: -12 units — Golf Gloves · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Strength Training,Western Europe,26,26,+0 (0.0%),Logistics Agent,High,69.2,Late delivery rate 69.2% on Western Europe lane,Demand model vs actual gap: +0 units — Strength Training · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Kids' Golf Clubs,Northern Europe,41,30,-11 (-26.8%),Supplier Agent,Medium,50.0,Late delivery rate 50.0% on Northern Europe lane,Demand model vs actual gap: -11 units — Kids' Golf Clubs · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Kids' Golf Clubs,Southern Europe,41,25,-16 (-39.0%),Logistics Agent,High,70.0,Late delivery rate 70.0% on Southern Europe lane,Demand model vs actual gap: -16 units — Kids' Golf Clubs · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Hockey,Western Europe,44,20,-24 (-54.5%),Logistics Agent,High,55.0,Late delivery rate 55.0% on Western Europe lane,Demand model vs actual gap: -24 units — Hockey · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Golf Gloves,Northern Europe,26,19,-7 (-26.9%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Northern Europe lane,Demand model vs actual gap: -7 units — Golf Gloves · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Basketball,Southern Europe,12,12,+0 (0.0%),Supplier Agent,Medium,41.7,Late delivery rate 41.7% on Southern Europe lane,Demand model vs actual gap: +0 units — Basketball · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Men's Golf Clubs,Western Europe,23,25,+2 (8.7%),Supplier Agent,Medium,45.5,Late delivery rate 45.5% on Western Europe lane,Demand model vs actual gap: +2 units — Men's Golf Clubs · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Strength Training,Northern Europe,11,11,+0 (0.0%),Supplier Agent,Medium,54.5,Late delivery rate 54.5% on Northern Europe lane,Demand model vs actual gap: +0 units — Strength Training · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Basketball,Northern Europe,9,9,+0 (0.0%),Logistics Agent,High,66.7,Late delivery rate 66.7% on Northern Europe lane,Demand model vs actual gap: +0 units — Basketball · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Boxing & MMA,Western Europe,25,26,+1 (4.0%),Logistics Agent,High,62.5,Late delivery rate 62.5% on Western Europe lane,Demand model vs actual gap: +1 units — Boxing & MMA · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Golf Gloves,Southern Europe,23,12,-11 (-47.8%),Logistics Agent,High,75.0,Late delivery rate 75.0% on Southern Europe lane,Demand model vs actual gap: -11 units — Golf Gloves · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Men's Golf Clubs,Northern Europe,11,15,+4 (36.4%),Logistics Agent,High,85.7,Late delivery rate 85.7% on Northern Europe lane,Demand model vs actual gap: +4 units — Men's Golf Clubs · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Hunting & Shooting,Western Europe,12,11,-1 (-8.3%),Logistics Agent,High,66.7,Late delivery rate 66.7% on Western Europe lane,Demand model vs actual gap: -1 units — Hunting & Shooting · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Golf Shoes,Northern Europe,14,12,-2 (-14.3%),Logistics Agent,High,60.0,Late delivery rate 60.0% on Northern Europe lane,Demand model vs actual gap: -2 units — Golf Shoes · Northern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Golf Shoes,Western Europe,15,16,+1 (6.7%),Demand Agent,Low,20.0,Late delivery rate 20.0% on Western Europe lane,Demand model vs actual gap: +1 units — Golf Shoes · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Golf Apparel,Western Europe,4,5,+1 (25.0%),Logistics Agent,High,80.0,Late delivery rate 80.0% on Western Europe lane,Demand model vs actual gap: +1 units — Golf Apparel · Western Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Strength Training,Southern Europe,5,5,+0 (0.0%),Supplier Agent,Medium,40.0,Late delivery rate 40.0% on Southern Europe lane,Demand model vs actual gap: +0 units — Strength Training · Southern Europe
2026-09-17T02:10:42.494101+00:00,2017-10,Women's Golf Clubs,Western Europe,15,14,-1 (-6.7%),Logistics Agent,High,80.0,Late delivery rate 80.0% on Western Europe lane,Demand model vs actual gap: -1 units — Women's Golf Clubs · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Central America,11969,12164,+195 (1.6%),Supplier Agent,Medium,54.7,Late delivery rate 54.7% on Central America lane,Demand model vs actual gap: +195 units — Cleats · Central America
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Western Europe,10817,10896,+79 (0.7%),Logistics Agent,High,56.2,Late delivery rate 56.2% on Western Europe lane,Demand model vs actual gap: +79 units — Cleats · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Central America,3644,3620,-24 (-0.7%),Supplier Agent,Medium,53.7,Late delivery rate 53.7% on Central America lane,Demand model vs actual gap: -24 units — Men's Footwear · Central America
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Central America,10126,10342,+216 (2.1%),Supplier Agent,Medium,54.3,Late delivery rate 54.3% on Central America lane,Demand model vs actual gap: +216 units — Women's Apparel · Central America
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Central America,9673,9754,+81 (0.8%),Logistics Agent,High,55.5,Late delivery rate 55.5% on Central America lane,Demand model vs actual gap: +81 units — Indoor/Outdoor Games · Central America
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Western Europe,3215,3217,+2 (0.1%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +2 units — Men's Footwear · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Western Europe,9386,9453,+67 (0.7%),Logistics Agent,High,55.9,Late delivery rate 55.9% on Western Europe lane,Demand model vs actual gap: +67 units — Women's Apparel · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Central America,2842,2822,-20 (-0.7%),Logistics Agent,High,55.4,Late delivery rate 55.4% on Central America lane,Demand model vs actual gap: -20 units — Fishing · Central America
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Western Europe,8120,8103,-17 (-0.2%),Logistics Agent,High,55.3,Late delivery rate 55.3% on Western Europe lane,Demand model vs actual gap: -17 units — Indoor/Outdoor Games · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Western Europe,2592,2593,+1 (0.0%),Logistics Agent,High,58.0,Late delivery rate 58.0% on Western Europe lane,Demand model vs actual gap: +1 units — Fishing · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Central America,2588,2571,-17 (-0.7%),Supplier Agent,Medium,53.4,Late delivery rate 53.4% on Central America lane,Demand model vs actual gap: -17 units — Water Sports · Central America
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Western Europe,2339,2340,+1 (0.0%),Logistics Agent,High,55.6,Late delivery rate 55.6% on Western Europe lane,Demand model vs actual gap: +1 units — Water Sports · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Camping & Hiking,Central America,2338,2323,-15 (-0.6%),Logistics Agent,High,55.4,Late delivery rate 55.4% on Central America lane,Demand model vs actual gap: -15 units — Camping & Hiking · Central America
2026-09-17T02:10:59.704463+00:00,latest,Cleats,South America,6101,6074,-27 (-0.4%),Supplier Agent,Medium,54.4,Late delivery rate 54.4% on South America lane,Demand model vs actual gap: -27 units — Cleats · South America
2026-09-17T02:10:59.704463+00:00,latest,Cardio Equipment,Central America,6013,6174,+161 (2.7%),Logistics Agent,High,55.4,Late delivery rate 55.4% on Central America lane,Demand model vs actual gap: +161 units — Cardio Equipment · Central America
2026-09-17T02:10:59.704463+00:00,latest,Camping & Hiking,Western Europe,1968,1969,+1 (0.1%),Supplier Agent,Medium,53.9,Late delivery rate 53.9% on Western Europe lane,Demand model vs actual gap: +1 units — Camping & Hiking · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,South America,5610,5672,+62 (1.1%),Supplier Agent,Medium,53.3,Late delivery rate 53.3% on South America lane,Demand model vs actual gap: +62 units — Women's Apparel · South America
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,South America,1905,1888,-17 (-0.9%),Supplier Agent,Medium,53.0,Late delivery rate 53.0% on South America lane,Demand model vs actual gap: -17 units — Men's Footwear · South America
2026-09-17T02:10:59.704463+00:00,latest,Cardio Equipment,Western Europe,5574,5660,+86 (1.5%),Supplier Agent,Medium,53.9,Late delivery rate 53.9% on Western Europe lane,Demand model vs actual gap: +86 units — Cardio Equipment · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Shop By Sport,Central America,5498,5563,+65 (1.2%),Supplier Agent,Medium,53.9,Late delivery rate 53.9% on Central America lane,Demand model vs actual gap: +65 units — Shop By Sport · Central America
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,South America,5007,5026,+19 (0.4%),Logistics Agent,High,55.7,Late delivery rate 55.7% on South America lane,Demand model vs actual gap: +19 units — Indoor/Outdoor Games · South America
2026-09-17T02:10:59.704463+00:00,latest,Shop By Sport,Western Europe,4968,4999,+31 (0.6%),Logistics Agent,High,56.2,Late delivery rate 56.2% on Western Europe lane,Demand model vs actual gap: +31 units — Shop By Sport · Western Europe
2026-09-17T02:10:59.704463+00:00,latest,Fishing,South America,1449,1435,-14 (-1.0%),Logistics Agent,High,55.2,Late delivery rate 55.2% on South America lane,Demand model vs actual gap: -14 units — Fishing · South America
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,South America,1401,1388,-13 (-0.9%),Supplier Agent,Medium,54.1,Late delivery rate 54.1% on South America lane,Demand model vs actual gap: -13 units — Water Sports · South America
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Northern Europe,3829,3928,+99 (2.6%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Northern Europe lane,Demand model vs actual gap: +99 units — Cleats · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Southern Europe,3688,3660,-28 (-0.8%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Southern Europe lane,Demand model vs actual gap: -28 units — Cleats · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Oceania,3644,3698,+54 (1.5%),Logistics Agent,High,56.1,Late delivery rate 56.1% on Oceania lane,Demand model vs actual gap: +54 units — Cleats · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Northern Europe,1220,1217,-3 (-0.2%),Supplier Agent,Medium,54.7,Late delivery rate 54.7% on Northern Europe lane,Demand model vs actual gap: -3 units — Men's Footwear · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Cleats,West of USA,3603,3646,+43 (1.2%),Supplier Agent,Medium,54.9,Late delivery rate 54.9% on West of USA lane,Demand model vs actual gap: +43 units — Cleats · West of USA
2026-09-17T02:10:59.704463+00:00,latest,Camping & Hiking,South America,1227,1216,-11 (-0.9%),Logistics Agent,High,55.7,Late delivery rate 55.7% on South America lane,Demand model vs actual gap: -11 units — Camping & Hiking · South America
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Caribbean,3532,3643,+111 (3.1%),Supplier Agent,Medium,51.7,Late delivery rate 51.7% on Caribbean lane,Demand model vs actual gap: +111 units — Cleats · Caribbean
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Southern Europe,1168,1168,+0 (0.0%),Logistics Agent,High,55.4,Late delivery rate 55.4% on Southern Europe lane,Demand model vs actual gap: +0 units — Men's Footwear · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Northern Europe,3386,3456,+70 (2.1%),Supplier Agent,Medium,52.6,Late delivery rate 52.6% on Northern Europe lane,Demand model vs actual gap: +70 units — Women's Apparel · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Oceania,1147,1142,-5 (-0.4%),Supplier Agent,Medium,51.8,Late delivery rate 51.8% on Oceania lane,Demand model vs actual gap: -5 units — Men's Footwear · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Southeast Asia,3372,3400,+28 (0.8%),Logistics Agent,High,55.0,Late delivery rate 55.0% on Southeast Asia lane,Demand model vs actual gap: +28 units — Cleats · Southeast Asia
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Southern Europe,3252,3237,-15 (-0.5%),Supplier Agent,Medium,53.0,Late delivery rate 53.0% on Southern Europe lane,Demand model vs actual gap: -15 units — Women's Apparel · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Cardio Equipment,South America,3220,3286,+66 (2.0%),Supplier Agent,Medium,52.0,Late delivery rate 52.0% on South America lane,Demand model vs actual gap: +66 units — Cardio Equipment · South America
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Caribbean,1066,1056,-10 (-0.9%),Supplier Agent,Medium,51.8,Late delivery rate 51.8% on Caribbean lane,Demand model vs actual gap: -10 units — Men's Footwear · Caribbean
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,West of USA,1039,1037,-2 (-0.2%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on West of USA lane,Demand model vs actual gap: -2 units — Men's Footwear · West of USA
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Oceania,2991,3061,+70 (2.3%),Supplier Agent,Medium,52.4,Late delivery rate 52.4% on Oceania lane,Demand model vs actual gap: +70 units — Women's Apparel · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Northern Europe,2946,3086,+140 (4.8%),Logistics Agent,High,55.7,Late delivery rate 55.7% on Northern Europe lane,Demand model vs actual gap: +140 units — Indoor/Outdoor Games · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Oceania,2939,2947,+8 (0.3%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Oceania lane,Demand model vs actual gap: +8 units — Indoor/Outdoor Games · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Caribbean,2889,2894,+5 (0.2%),Supplier Agent,Medium,53.2,Late delivery rate 53.2% on Caribbean lane,Demand model vs actual gap: +5 units — Women's Apparel · Caribbean
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Southern Europe,2885,2968,+83 (2.9%),Logistics Agent,High,56.5,Late delivery rate 56.5% on Southern Europe lane,Demand model vs actual gap: +83 units — Indoor/Outdoor Games · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,West of USA,2831,2861,+30 (1.1%),Logistics Agent,High,55.1,Late delivery rate 55.1% on West of USA lane,Demand model vs actual gap: +30 units — Women's Apparel · West of USA
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Caribbean,2805,2856,+51 (1.8%),Supplier Agent,Medium,53.4,Late delivery rate 53.4% on Caribbean lane,Demand model vs actual gap: +51 units — Indoor/Outdoor Games · Caribbean
2026-09-17T02:10:59.704463+00:00,latest,Shop By Sport,South America,2801,2860,+59 (2.1%),Supplier Agent,Medium,54.8,Late delivery rate 54.8% on South America lane,Demand model vs actual gap: +59 units — Shop By Sport · South America
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Southeast Asia,950,947,-3 (-0.3%),Logistics Agent,High,56.8,Late delivery rate 56.8% on Southeast Asia lane,Demand model vs actual gap: -3 units — Men's Footwear · Southeast Asia
2026-09-17T02:10:59.704463+00:00,latest,Cleats,South Asia,2798,2850,+52 (1.9%),Logistics Agent,High,55.1,Late delivery rate 55.1% on South Asia lane,Demand model vs actual gap: +52 units — Cleats · South Asia
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Southeast Asia,2799,2830,+31 (1.1%),Logistics Agent,High,56.7,Late delivery rate 56.7% on Southeast Asia lane,Demand model vs actual gap: +31 units — Women's Apparel · Southeast Asia
2026-09-17T02:10:59.704463+00:00,latest,Cleats,East of USA,2764,2834,+70 (2.5%),Logistics Agent,High,55.4,Late delivery rate 55.4% on East of USA lane,Demand model vs actual gap: +70 units — Cleats · East of USA
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Northern Europe,917,916,-1 (-0.1%),Supplier Agent,Medium,54.1,Late delivery rate 54.1% on Northern Europe lane,Demand model vs actual gap: -1 units — Fishing · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Southeast Asia,2695,2747,+52 (1.9%),Supplier Agent,Medium,52.4,Late delivery rate 52.4% on Southeast Asia lane,Demand model vs actual gap: +52 units — Indoor/Outdoor Games · Southeast Asia
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Southern Europe,910,910,+0 (0.0%),Supplier Agent,Medium,54.4,Late delivery rate 54.4% on Southern Europe lane,Demand model vs actual gap: +0 units — Fishing · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,East of USA,898,896,-2 (-0.2%),Logistics Agent,High,57.0,Late delivery rate 57.0% on East of USA lane,Demand model vs actual gap: -2 units — Men's Footwear · East of USA
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Oceania,901,896,-5 (-0.6%),Supplier Agent,Medium,53.5,Late delivery rate 53.5% on Oceania lane,Demand model vs actual gap: -5 units — Fishing · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,West of USA,2559,2531,-28 (-1.1%),Supplier Agent,Medium,54.5,Late delivery rate 54.5% on West of USA lane,Demand model vs actual gap: -28 units — Indoor/Outdoor Games · West of USA
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,South Asia,878,875,-3 (-0.3%),Supplier Agent,Medium,55.0,Late delivery rate 55.0% on South Asia lane,Demand model vs actual gap: -3 units — Men's Footwear · South Asia
2026-09-17T02:10:59.704463+00:00,latest,Cleats,West Asia,2586,2671,+85 (3.3%),Logistics Agent,High,55.9,Late delivery rate 55.9% on West Asia lane,Demand model vs actual gap: +85 units — Cleats · West Asia
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,East of USA,2480,2552,+72 (2.9%),Supplier Agent,Medium,54.5,Late delivery rate 54.5% on East of USA lane,Demand model vs actual gap: +72 units — Women's Apparel · East of USA
2026-09-17T02:10:59.704463+00:00,latest,Cleats,US Center,2531,2607,+76 (3.0%),Logistics Agent,High,55.9,Late delivery rate 55.9% on US Center lane,Demand model vs actual gap: +76 units — Cleats · US Center
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Southeast Asia,834,831,-3 (-0.4%),Supplier Agent,Medium,54.2,Late delivery rate 54.2% on Southeast Asia lane,Demand model vs actual gap: -3 units — Fishing · Southeast Asia
2026-09-17T02:10:59.704463+00:00,latest,Fishing,Caribbean,835,827,-8 (-1.0%),Supplier Agent,Medium,50.7,Late delivery rate 50.7% on Caribbean lane,Demand model vs actual gap: -8 units — Fishing · Caribbean
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Southern Europe,828,827,-1 (-0.1%),Supplier Agent,Medium,54.2,Late delivery rate 54.2% on Southern Europe lane,Demand model vs actual gap: -1 units — Water Sports · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Fishing,West of USA,816,814,-2 (-0.2%),Supplier Agent,Medium,53.2,Late delivery rate 53.2% on West of USA lane,Demand model vs actual gap: -2 units — Fishing · West of USA
2026-09-17T02:10:59.704463+00:00,latest,Cleats,Eastern Asia,2449,2418,-31 (-1.3%),Logistics Agent,High,55.8,Late delivery rate 55.8% on Eastern Asia lane,Demand model vs actual gap: -31 units — Cleats · Eastern Asia
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Northern Europe,806,804,-2 (-0.2%),Supplier Agent,Medium,54.2,Late delivery rate 54.2% on Northern Europe lane,Demand model vs actual gap: -2 units — Water Sports · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,Eastern Asia,807,803,-4 (-0.5%),Supplier Agent,Medium,54.2,Late delivery rate 54.2% on Eastern Asia lane,Demand model vs actual gap: -4 units — Men's Footwear · Eastern Asia
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,West Asia,804,803,-1 (-0.1%),Supplier Agent,Medium,53.7,Late delivery rate 53.7% on West Asia lane,Demand model vs actual gap: -1 units — Men's Footwear · West Asia
2026-09-17T02:10:59.704463+00:00,latest,Men's Footwear,US Center,796,794,-2 (-0.3%),Supplier Agent,Medium,54.7,Late delivery rate 54.7% on US Center lane,Demand model vs actual gap: -2 units — Men's Footwear · US Center
2026-09-17T02:10:59.704463+00:00,latest,Camping & Hiking,Northern Europe,790,788,-2 (-0.3%),Supplier Agent,Medium,53.0,Late delivery rate 53.0% on Northern Europe lane,Demand model vs actual gap: -2 units — Camping & Hiking · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,US Center,2253,2266,+13 (0.6%),Logistics Agent,High,57.1,Late delivery rate 57.1% on US Center lane,Demand model vs actual gap: +13 units — Women's Apparel · US Center
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Oceania,767,764,-3 (-0.4%),Supplier Agent,Medium,54.1,Late delivery rate 54.1% on Oceania lane,Demand model vs actual gap: -3 units — Water Sports · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,East of USA,2236,2237,+1 (0.0%),Logistics Agent,High,56.2,Late delivery rate 56.2% on East of USA lane,Demand model vs actual gap: +1 units — Indoor/Outdoor Games · East of USA
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,South Asia,2230,2287,+57 (2.6%),Logistics Agent,High,58.5,Late delivery rate 58.5% on South Asia lane,Demand model vs actual gap: +57 units — Women's Apparel · South Asia
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Caribbean,751,744,-7 (-0.9%),Supplier Agent,Medium,54.4,Late delivery rate 54.4% on Caribbean lane,Demand model vs actual gap: -7 units — Water Sports · Caribbean
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,West Asia,2159,2223,+64 (3.0%),Supplier Agent,Medium,54.3,Late delivery rate 54.3% on West Asia lane,Demand model vs actual gap: +64 units — Women's Apparel · West Asia
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,West of USA,728,727,-1 (-0.1%),Supplier Agent,Medium,54.3,Late delivery rate 54.3% on West of USA lane,Demand model vs actual gap: -1 units — Water Sports · West of USA
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,South Asia,2116,2089,-27 (-1.3%),Supplier Agent,Medium,52.9,Late delivery rate 52.9% on South Asia lane,Demand model vs actual gap: -27 units — Indoor/Outdoor Games · South Asia
2026-09-17T02:10:59.704463+00:00,latest,Fishing,East of USA,708,706,-2 (-0.3%),Logistics Agent,High,55.9,Late delivery rate 55.9% on East of USA lane,Demand model vs actual gap: -2 units — Fishing · East of USA
2026-09-17T02:10:59.704463+00:00,latest,Camping & Hiking,Southern Europe,703,703,+0 (0.0%),Supplier Agent,Medium,54.5,Late delivery rate 54.5% on Southern Europe lane,Demand model vs actual gap: +0 units — Camping & Hiking · Southern Europe
2026-09-17T02:10:59.704463+00:00,latest,Camping & Hiking,Oceania,702,699,-3 (-0.4%),Logistics Agent,High,55.1,Late delivery rate 55.1% on Oceania lane,Demand model vs actual gap: -3 units — Camping & Hiking · Oceania
2026-09-17T02:10:59.704463+00:00,latest,Indoor/Outdoor Games,Eastern Asia,2043,2126,+83 (4.1%),Supplier Agent,Medium,49.4,Late delivery rate 49.4% on Eastern Asia lane,Demand model vs actual gap: +83 units — Indoor/Outdoor Games · Eastern Asia
2026-09-17T02:10:59.704463+00:00,latest,Cardio Equipment,Northern Europe,2041,2057,+16 (0.8%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Northern Europe lane,Demand model vs actual gap: +16 units — Cardio Equipment · Northern Europe
2026-09-17T02:10:59.704463+00:00,latest,Women's Apparel,Eastern Asia,2005,2029,+24 (1.2%),Supplier Agent,Medium,53.4,Late delivery rate 53.4% on Eastern Asia lane,Demand model vs actual gap: +24 units — Women's Apparel · Eastern Asia
2026-09-17T02:10:59.704463+00:00,latest,Water Sports,Southeast Asia,685,682,-3 (-0.4%),Supplier Agent,Medium,53.8,Late delivery rate 53.8% on Southeast Asia lane,Demand model vs actual gap: -3 units — Water Sports · Southeast Asia
2026-09-17T02:10:59.704463+00:00,latest,Fishing,South Asia,666,664,-2 (-0.3%),Supplier Agent,Medium,54.1,Late delivery rate 54.1% on South Asia lane,Demand model vs actual gap: -2 units — Fishing · South Asia
